,Valence,Dominance,Arousal,Frequency,Effect_Size,P_Value
afterlife,0.571,0.567,0.568,3.36,-0.8886897120983859,0.9624731518667566
aftermath,0.312,0.449,0.444,3.9,-0.3023968896487846,0.7236039419247029
afternoon,0.533,0.388,0.339,4.72,-0.1512930834173987,0.6134931854769117
aftershave,0.406,0.384,0.415,2.56,-0.8575923811271807,0.9572305907546608
aftertaste,0.354,0.362,0.455,2.68,0.2682439162050255,0.2970827322432855
afterthought,0.396,0.392,0.349,2.88,-0.2301060799467729,0.6759556690896726
aga,0.542,0.327,0.398,3.08,0.5959935904314101,0.1183553692866448
agape,0.612,0.529,0.464,2.65,0.136285875712021,0.3962492568901435
agate,0.54,0.377,0.483,2.81,0.7762269074097892,0.0580916022060914
age,0.561,0.226,0.498,5.32,0.0272751403440768,0.4690487393844845
aged,0.135,0.365,0.236,4.5,0.1105795501368474,0.4181284764131557
agency,0.46,0.296,0.583,4.87,0.1518499013589353,0.3810665325288281
agenda,0.531,0.296,0.553,4.3,-0.381591712837468,0.777113441671698
agent,0.48,0.439,0.755,4.81,-0.6848273197449123,0.9139997557214684
agglomeration,0.45,0.765,0.509,2.53,0.7106655433996704,0.0793729719864804
aggravate,0.224,0.77,0.464,2.8,-0.0860627554322122,0.5660703269098228
aggravated,0.079,0.76,0.43,3.47,-0.8831042086748668,0.9584374059703062
aggravates,0.108,0.778,0.357,2.37,0.1708281486338121,0.3773055099617817
aggravating,0.257,0.794,0.64,3.12,-0.2660421168358909,0.7005766958852915
aggravation,0.071,0.784,0.613,2.76,-0.014441181254571,0.5078827361917504
aggregate,0.73,0.378,0.556,3.94,-0.2576773714504344,0.7011025717299175
aggregation,0.583,0.517,0.694,3.25,0.2464820845698249,0.3157010425696642
aggresive,0.059,0.971,0.639,1.82,-0.1051541869118894,0.5813882839536157
aggression,0.094,0.929,0.533,3.9,-0.6487586763101165,0.9033949559443504
aggressive,0.125,0.949,0.648,4.32,-0.7548356127365655,0.9348527371356354
aggressively,0.25,0.926,0.688,3.63,-0.2045034395938289,0.6595223069242664
aggressiveness,0.077,0.913,0.648,2.86,-0.4040076243166266,0.7894725687371262
aggressor,0.146,0.948,0.823,3.01,-0.7216134698740485,0.9261150229695904
agh,0.26,0.5,0.4,2.65,0.3339042199668639,0.2508105423816237
aghast,0.133,0.865,0.464,2.64,0.4162073271435333,0.2045507399153024
aghhh,0.281,0.635,0.243,1.65,0.6653537429232902,0.093390451645661
agile,0.8,0.657,0.775,3.41,-0.7279298996658463,0.928214170158396
agility,0.72,0.702,0.815,3.33,-0.1581695277165825,0.6251643641969435
aging,0.214,0.255,0.284,4.04,0.0138055816440317,0.491666580033593
agitate,0.3,0.796,0.593,2.64,0.1189064279267257,0.4036247845518235
agitated,0.444,0.882,0.491,3.35,0.125889359564294,0.4003855872703102
agitation,0.24,0.931,0.447,3.19,-0.0678085706289196,0.5542389517198184
aglow,0.78,0.51,0.797,2.21,0.6402071612799919,0.100608799950435
agnostic,0.306,0.396,0.574,3.02,-1.012229602691622,0.9796424426528796
ago,0.317,0.28,0.404,5.42,-0.2372955170328039,0.6793697971626945
agonizing,0.083,0.8,0.34,2.99,0.3917625544792072,0.221230764968616
agony,0.083,0.775,0.393,3.6,0.4783993608631691,0.1681043524056964
agoraphobia,0.127,0.712,0.438,2.34,1.3218148361468298,0.0037941230034767
agree,0.906,0.26,0.545,4.97,-0.4100550326873692,0.7959790104528166
agreeable,0.906,0.5,0.696,3.19,-0.1168613268473671,0.5977518007490651
agreed,0.797,0.449,0.574,4.84,-0.3428628005998518,0.7493395715832291
agreeing,0.854,0.48,0.557,3.83,-0.3995401195242015,0.783882251484813
agreement,0.76,0.44,0.736,4.88,-0.4184066386501068,0.7997278791245692
agressive,0.083,0.918,0.751,2.25,-0.3542440740039631,0.7578886195155307
agricultural,0.686,0.321,0.473,4.34,-0.5759567182922708,0.8755968927624801
agriculture,0.64,0.357,0.465,4.37,-0.4504935201538508,0.8185195063669931
aground,0.333,0.34,0.445,2.83,0.845900231048643,0.0473896369054516
agua,0.598,0.18,0.436,2.76,0.1173128337127979,0.4076883831430974
ahead,0.708,0.52,0.673,5.01,-0.4818183750570689,0.8343200845380632
ahhh,0.562,0.517,0.241,3.47,0.2543039355761985,0.3058304300038503
ahhhhhhhh,0.552,0.649,0.288,1.74,0.3401084926743136,0.2504112781345429
ahoy,0.5,0.497,0.38,2.73,0.0018641737274761,0.4999720984292307
aid,0.796,0.491,0.541,4.75,-0.4882312804486199,0.839120066881659
aide,0.724,0.342,0.434,3.69,-0.7854308123859377,0.94251986569571
aiding,0.643,0.533,0.569,3.44,-0.8660874353089802,0.9592166015240434
aids,0.561,0.48,0.5,4.25,-0.1700468333856353,0.629729805512667
ail,0.375,0.434,0.385,2.26,-0.4029778434313309,0.7938024385675087
ailing,0.094,0.518,0.153,3.08,-0.4918656128710069,0.8375774401563494
ailment,0.146,0.734,0.277,2.98,-0.2119328049670831,0.6532406314503385
aim,0.481,0.569,0.567,4.51,-0.4643505457658922,0.8232224244044746
aimless,0.15,0.267,0.183,2.65,-1.1093256630621813,0.9869511973404947
air,0.708,0.163,0.427,5.37,-0.3763468016127664,0.7766611685360039
airbag,0.51,0.402,0.433,2.88,-0.3275612186151681,0.7427620078090491
airborne,0.542,0.519,0.385,3.67,-0.7061147429641066,0.9236243882389292
aircraft,0.646,0.644,0.691,4.64,-0.5227179971247091,0.8471309990128515
airfield,0.601,0.65,0.645,3.29,-0.9166502490572616,0.9669150183392948
airhead,0.271,0.481,0.276,2.31,1.5114201270565908,0.0013863170534441
airlift,0.573,0.622,0.642,2.87,-0.4469255372670655,0.8122694654595471
airline,0.65,0.482,0.688,4.04,0.6970908621237782,0.0870604140363451
airliner,0.667,0.777,0.647,3.07,-0.0987178196354977,0.5748539471048547
airlock,0.398,0.52,0.447,2.63,0.3066344980868775,0.269170425415009
airman,0.587,0.716,0.721,2.88,-0.7621531064606543,0.935013456631253
airplane,0.719,0.702,0.708,3.92,-0.1712112610114652,0.6292618319803311
airport,0.729,0.684,0.682,4.84,0.1545608353499838,0.3777398271128365
airs,0.583,0.196,0.37,3.51,0.0190916384204634,0.4912756045924924
airship,0.542,0.472,0.529,2.88,-0.1107204036043466,0.5842682763406448
airspace,0.562,0.51,0.64,3.28,0.2976102455430528,0.2715730541259487
airspeed,0.583,0.78,0.544,2.61,-0.2523616563295027,0.6937035603756965
airstrip,0.55,0.69,0.649,2.81,-0.656379958542299,0.9058486754279044
airtight,0.479,0.381,0.57,2.95,0.3243224180808614,0.2536638278327181
airway,0.638,0.585,0.482,3.19,-0.3832343579876575,0.7834005200375243
aisle,0.438,0.222,0.283,3.72,1.108324750945488,0.0118754876707941
ait,0.385,0.39,0.402,2.76,-1.0185469817770862,0.978794973688395
ajar,0.46,0.413,0.446,2.57,0.1480219826108189,0.3811779503332649
aka,0.459,0.358,0.351,4.15,-0.5431859096603872,0.8671923558183328
akin,0.639,0.343,0.523,3.7,-0.6948560804099461,0.9226114426850192
alabaster,0.542,0.404,0.445,2.71,0.6134510703364617,0.1136142663239158
alarm,0.241,0.882,0.698,4.28,-0.2012551953069101,0.6606921120398571
alarmed,0.188,0.822,0.492,3.48,0.308783714591149,0.2709713671208573
alarming,0.204,0.89,0.585,3.53,0.2966036564637959,0.2759727514473151
alas,0.571,0.31,0.279,3.67,-0.055101869325819,0.5392713869230368
alb,0.521,0.38,0.427,2.62,-0.2355687829835704,0.677903507980183
albatross,0.5,0.445,0.527,2.9,-0.7311956620300015,0.9296149001483406
albino,0.5,0.24,0.358,3.05,-0.1647686248413114,0.6298306082259794
album,0.635,0.349,0.453,5.02,-0.3195970530549509,0.7316853762215834
alchemy,0.541,0.583,0.693,3.21,-0.8552820458596125,0.9563865542384996
alcohol,0.323,0.667,0.377,4.61,0.0939087025148657,0.4219849553641472
alcoholic,0.153,0.688,0.361,3.91,0.0107264062859836,0.4866121346735568
alcoholism,0.061,0.779,0.407,3.45,0.4329514804129361,0.1965022542922498
alcove,0.49,0.34,0.356,2.62,0.6091339867140071,0.1108799557605136
alderman,0.55,0.459,0.691,3.16,-0.955958674043886,0.9734877154852062
ale,0.53,0.45,0.358,3.68,-1.2448248469751435,0.9931968623320948
alert,0.479,0.82,0.648,4.33,0.1122755446480932,0.413170722700187
alertness,0.375,0.875,0.75,2.75,-0.2664743894965872,0.7029870468962741
alerts,0.337,0.804,0.673,3.56,0.0908566531898258,0.433292249209495
alfalfa,0.546,0.25,0.311,2.82,-0.7657655201647804,0.9379952844391772
algebra,0.44,0.34,0.565,3.77,-0.1118459928704655,0.5822645865312174
algebraic,0.531,0.412,0.441,3.19,0.6515667197923678,0.0927901821147858
algorithm,0.448,0.394,0.559,4.02,-0.8332353043138461,0.9530003813222888
alias,0.541,0.353,0.333,3.46,-0.7186560195668773,0.923859962592098
alibi,0.396,0.528,0.556,3.1,-0.2229470987293436,0.668747734030346
alien,0.41,0.615,0.491,4.29,-0.2788376515334955,0.7099897409231161
alienate,0.247,0.5,0.523,3.03,-0.2256970721562122,0.6736495612744984
alienated,0.41,0.423,0.559,3.29,-1.1092741275769151,0.9872576021783388
alienation,0.378,0.53,0.462,3.16,-0.3878886990953933,0.7850072323248654
alight,0.667,0.657,0.605,3.0,-0.0452894462048771,0.5306807223960374
align,0.656,0.364,0.627,3.63,0.0078563617025644,0.4977179352844072
aligned,0.583,0.275,0.553,3.8,-0.0301486429839304,0.526499170232094
alignment,0.643,0.412,0.683,3.78,-0.3491216113054695,0.7538985461058054
alike,0.653,0.173,0.444,4.13,0.0437235189320949,0.4612287882941055
alimentation,0.781,0.551,0.602,1.72,0.0157753933100437,0.4900277677355379
alimony,0.612,0.477,0.464,3.09,0.9101619593013608,0.0338055198175283
aliquot,0.44,0.31,0.404,1.94,0.1642634785980736,0.3735641602868642
alive,0.816,0.637,0.731,4.76,-0.5446353075941927,0.8662044710722461
alkali,0.49,0.35,0.408,2.94,0.2483973388101357,0.3091629217842154
alkaloids,0.433,0.562,0.402,2.67,0.7980312146047237,0.0554377714377694
allay,0.417,0.406,0.398,2.69,0.04529023643371,0.4634686793458394
allegation,0.578,0.578,0.608,3.5,-0.5981416660741511,0.8811568543274657
allege,0.418,0.482,0.587,3.18,-0.584637077701252,0.8798661190299047
alleged,0.365,0.522,0.52,4.37,-0.7832400673508884,0.9414454489648162
allegiance,0.917,0.398,0.75,3.69,-1.1398002081246754,0.9884398697067036
allegorical,0.517,0.558,0.598,2.86,-0.3515242267804051,0.7540188305926802
allegory,0.615,0.58,0.509,3.07,-0.787767650428346,0.9451672754276204
allegro,0.635,0.627,0.453,2.71,0.2020961335852755,0.3416169251423797
allergic,0.135,0.549,0.273,3.78,0.9850150563271252,0.02443807169299
allergy,0.296,0.606,0.389,3.6,1.026706988809571,0.0217126251153361
alleviate,0.869,0.27,0.528,3.52,0.165205143068658,0.3672516425514966
alleviation,0.735,0.2,0.491,2.63,0.1564972006393045,0.3773941112622678
alley,0.347,0.5,0.355,3.87,0.0659739575098053,0.451592967016609
alleyway,0.357,0.471,0.382,2.75,0.1016088211552948,0.4158924752948634
alliance,0.696,0.473,0.769,4.4,-0.6578671086765038,0.9064398133500988
allied,0.714,0.245,0.642,4.07,-0.6124051471525881,0.8892831340647926
alligator,0.354,0.704,0.645,3.32,-0.4059194600148852,0.790398655053302
allocate,0.673,0.462,0.672,3.31,0.0991537884371404,0.4260595422494843
allocation,0.604,0.388,0.679,3.74,-0.504114036746038,0.8433286311606687
allot,0.622,0.481,0.616,2.79,-0.2477972387486152,0.6917089091627269
allotment,0.6,0.39,0.64,3.13,-0.235540341891927,0.679246828160054
allow,0.698,0.429,0.538,5.01,-0.3559341058305932,0.767761891134527
allowable,0.698,0.5,0.561,2.97,0.1704373403087018,0.3645070404510883
allowance,0.673,0.382,0.591,3.85,0.1425996038981126,0.3915336827392665
allowed,0.73,0.36,0.655,5.03,-0.619597146090113,0.8909545701419945
alloy,0.583,0.443,0.593,3.61,-0.2719220336040419,0.7056519465822615
allure,0.804,0.585,0.686,3.15,1.254987603193439,0.0059000755206493
alluring,0.837,0.745,0.843,3.02,1.401392583095131,0.0027693103705042
allusion,0.44,0.308,0.462,2.94,-1.3349435827724312,0.9959513016249678
alluvial,0.323,0.49,0.491,2.87,0.0560400829671591,0.4484726243227421
ally,0.792,0.32,0.688,4.1,-0.6210799488958545,0.8932537578017039
almanac,0.688,0.19,0.412,3.06,-1.3362755044478398,0.9960811694942856
almighty,0.938,0.874,0.958,3.72,-1.1364796042953649,0.9882344151979856
almond,0.698,0.183,0.314,3.53,1.197279885315466,0.008516229561443
aloft,0.771,0.373,0.7,3.08,-0.4018932836315003,0.7903191071500488
aloha,0.698,0.44,0.441,3.09,0.5680454315000133,0.1276873806122369
alone,0.333,0.167,0.216,5.16,-0.0486232323815446,0.5360630772386226
alongside,0.458,0.333,0.347,4.45,-0.3409111227653905,0.7562051148808708
aloof,0.189,0.423,0.302,2.99,0.4311960145143287,0.196142255868567
aloud,0.458,0.713,0.75,3.51,0.4736731105374756,0.172168938389843
alpha,0.708,0.34,0.755,4.25,0.0024086878852489,0.5051626540849192
alphabet,0.562,0.204,0.672,3.7,0.5472520773121058,0.1400542021110769
alphabetical,0.537,0.296,0.535,3.22,0.1280357344933283,0.4006466156590343
alpine,0.594,0.337,0.474,3.62,0.1053390673547143,0.4127581312203012
altar,0.724,0.387,0.635,3.8,-0.7766272306490194,0.9403314371753684
alter,0.333,0.694,0.654,4.05,-0.1132438067716422,0.5891973860711875
alteration,0.167,0.798,0.609,3.33,0.3674982704951451,0.2293717899073766
altercation,0.17,0.806,0.5,3.12,-1.0695128730181818,0.9830843372926492
altered,0.255,0.765,0.5,4.02,0.4711472032821254,0.1742397117342977
alternate,0.625,0.363,0.589,4.11,0.2785680751746367,0.2868247605077522
alternating,0.48,0.494,0.542,3.5,0.702611313791018,0.0791739846723666
alternative,0.628,0.373,0.631,4.71,0.1936396441817569,0.3517424611067576
altimeter,0.615,0.51,0.58,2.48,-0.5179188343145499,0.8473357332562527
altitude,0.708,0.482,0.736,3.92,-0.1948396943706754,0.6596359986899516
alto,0.656,0.404,0.73,3.47,-0.7799925711924185,0.9399544045383972
altogether,0.833,0.324,0.644,4.07,-0.1774116645079909,0.6375524105926201
aluminum,0.449,0.28,0.434,4.01,-0.276458953195228,0.7114628639088367
alumnus,0.633,0.368,0.422,2.91,-0.948777495483085,0.9707669536045164
alveolar,0.469,0.481,0.367,2.8,1.0683116014254828,0.0161015797382192
alzheimers,0.194,0.518,0.319,2.5,1.1507840266923095,0.0105879694089376
amalgam,0.438,0.333,0.51,2.85,0.5174752572615804,0.1511054351733574
amalgamation,0.406,0.47,0.531,3.08,-0.2663434792939563,0.7032547152849784
amaretto,0.543,0.551,0.375,2.17,0.8901703852421706,0.0354707308749
amass,0.552,0.465,0.465,2.77,-0.6739526600983957,0.9096636682697532
amateur,0.469,0.5,0.409,4.22,0.7045964377835506,0.0776048219734432
amaze,0.896,0.843,0.783,3.19,0.4681225378075673,0.1743007408826458
amazed,0.796,0.779,0.533,3.91,0.2132324116082832,0.3406622766095487
amazement,0.75,0.8,0.639,3.0,0.1440290626031084,0.3843108946293546
amazing,0.906,0.837,0.849,5.1,0.5582490637841035,0.129032435014325
amazingly,0.918,0.765,0.92,3.64,0.8138035308957916,0.0513307958874384
ambassador,0.651,0.529,0.917,4.35,-0.4947922110117325,0.8401632384794431
amber,0.635,0.308,0.369,3.97,1.021496283820344,0.0221351920410396
ambience,0.735,0.356,0.426,2.94,0.2122797934443994,0.3341173175034529
ambient,0.625,0.36,0.582,3.62,-0.2858204314269267,0.7175545044963272
ambiguity,0.164,0.46,0.37,3.37,0.157386223769937,0.3762010331784435
ambiguous,0.265,0.462,0.358,3.57,0.0815330506763507,0.43889744406111
ambit,0.479,0.38,0.386,2.45,-0.0814844688378481,0.5664095853276188
ambition,0.51,0.804,0.661,3.91,-0.3961482772240638,0.7835620716377828
ambitious,0.484,0.821,0.717,3.95,-0.449146197250643,0.8138667906372667
ambivalent,0.51,0.404,0.482,3.01,0.5920106513868246,0.1169608144520366
ambrosia,0.571,0.452,0.48,2.65,1.0458908529730022,0.0172888837934536
ambulance,0.5,0.75,0.609,4.06,-0.1624006191166353,0.6315516183754863
ambush,0.281,0.83,0.5,3.55,-1.053489054533567,0.9814593036701622
ameliorate,0.77,0.548,0.747,2.56,-0.0255316537898248,0.5210917689323009
amen,0.781,0.182,0.542,3.93,-0.8827110219785436,0.9607678860656206
amenable,0.448,0.41,0.406,2.89,0.0237845777110449,0.4748290852055538
amend,0.688,0.406,0.658,3.55,-0.3232765908079575,0.7432433059729995
amendment,0.531,0.459,0.606,4.38,-0.5530931743308404,0.8645695993597167
amends,0.64,0.366,0.517,3.32,-0.2480120461243696,0.6897871564240419
amenity,0.75,0.327,0.574,2.75,0.4721323452871027,0.1769883799333202
amethyst,0.622,0.406,0.517,3.01,1.0246175265547253,0.020889901500029
amiable,0.847,0.29,0.483,2.84,-0.8860581777350759,0.9601896036956864
amicable,0.875,0.33,0.507,2.97,0.2383080197863592,0.3140522610430052
amid,0.51,0.34,0.256,3.95,-0.1291728971762878,0.603981596861227
amidst,0.48,0.33,0.316,3.56,-0.0285159559511933,0.5239689963805441
amino,0.551,0.402,0.433,3.72,-0.507806754058154,0.8418186723969443
ammo,0.323,0.765,0.621,3.48,-0.6861723087467076,0.9153170666738796
ammonia,0.292,0.587,0.409,3.36,-0.8164413098108433,0.9467003304079786
ammonium,0.354,0.396,0.368,3.03,0.6414180880052187,0.1018697906200144
ammunition,0.338,0.635,0.667,3.91,-0.9589804634674818,0.9721453204973808
amnesia,0.296,0.33,0.308,3.34,0.2045086081576017,0.3414593768481822
amnesty,0.551,0.451,0.814,3.63,-1.2013995273055282,0.9920763596356964
amorous,0.844,0.67,0.636,2.76,1.155331308542961,0.0097846482550689
amorphous,0.327,0.402,0.349,2.95,-0.5595158705766561,0.869908604391618
amortization,0.592,0.491,0.522,2.97,0.9656747478250516,0.0254649330554226
amount,0.562,0.422,0.649,5.13,-0.0410880885803624,0.5357756500600435
amour,0.865,0.48,0.652,3.03,0.0576655110893159,0.4533955692560353
amp,0.439,0.393,0.375,3.8,0.4989561666193994,0.1629004050245984
ampersand,0.48,0.448,0.483,2.15,0.973583928977942,0.0255678155271661
amphetamines,0.133,0.667,0.526,2.82,-0.6202275174844588,0.8934338781501775
amphibian,0.427,0.357,0.474,2.72,-0.207298180012859,0.666443382663114
amphibious,0.479,0.346,0.445,3.06,-0.5462917197948366,0.8624327717170117
amphitheater,0.653,0.48,0.545,2.8,-0.973966421371152,0.9739198889208622
ample,0.744,0.349,0.719,3.71,0.0592773974133996,0.4432338163945111
amplification,0.69,0.677,0.81,3.12,0.156819499513141,0.3730113922651572
amplify,0.677,0.735,0.827,3.16,0.1611458831259561,0.372176024512743
amplitude,0.694,0.439,0.692,3.28,0.0675341561946545,0.4398309877245245
amply,0.781,0.431,0.766,2.61,-0.2110432451729746,0.6634550819621419
amputate,0.092,0.66,0.509,2.41,-0.1249203985204066,0.6017034814595084
amputation,0.1,0.755,0.483,3.02,0.1941626958732174,0.3531101493334121
amuck,0.385,0.602,0.321,2.05,-0.4535461798704572,0.8197410671352428
amulet,0.781,0.26,0.63,2.99,0.423501317644686,0.1969476303901364
amuse,0.812,0.684,0.664,3.12,-0.1656381670368976,0.6250369528526076
amused,0.942,0.847,0.596,3.53,0.0702621246559819,0.4468291090660775
amusement,0.929,0.837,0.803,3.74,0.0180048981191059,0.4848124532611987
amusing,0.96,0.829,0.632,3.76,0.0221421378496444,0.4849919883221094
ana,0.541,0.3,0.314,3.89,1.0774574351180457,0.0152916586993622
anaconda,0.146,0.83,0.54,2.97,-0.2682372005615257,0.7039580186261611
anaesthesia,0.35,0.217,0.473,2.71,0.2922623460500661,0.2794764365559892
anaesthetic,0.449,0.268,0.509,2.93,-0.1321217941029862,0.5983765051015957
anagram,0.552,0.327,0.449,2.67,-0.172236303866578,0.6310713113566073
anal,0.333,0.798,0.334,3.94,1.043102019779257,0.0185058490432208
analgesic,0.417,0.321,0.441,2.68,0.6058809484616164,0.1136276105078637
analogous,0.531,0.27,0.5,3.36,-0.011252384684369,0.5076232899478987
analogue,0.57,0.32,0.446,3.28,-0.1610353136150861,0.6282768434415212
analogy,0.51,0.367,0.509,3.71,-0.7869691835180485,0.9442356470363532
analysis,0.729,0.448,0.705,4.91,-0.1976321251977431,0.6590675987449701
analyst,0.604,0.415,0.755,4.03,-0.9631055585969236,0.972949289982527
analytic,0.665,0.521,0.634,3.31,-0.0403405570839786,0.5368776308941051
analytical,0.625,0.324,0.8,3.73,-0.0264814162224901,0.5282488356582595
analyze,0.667,0.462,0.71,3.84,0.0484446076377023,0.4574152637269719
analyzer,0.625,0.556,0.854,3.06,0.1099119422242062,0.4019313079710082
anaphylactic,0.378,0.588,0.5,2.5,0.461580559847451,0.1783029230336208
anarchism,0.125,0.804,0.623,3.02,-0.5772894550709723,0.8694094131157606
anarchist,0.204,0.7,0.759,3.36,-0.7183073211888649,0.9224347534575638
anarchy,0.146,0.755,0.62,3.52,-1.107752415783104,0.9864359564787104
anastomosis,0.375,0.47,0.49,2.14,-0.1710992954384531,0.63245730157971
anathema,0.286,0.49,0.519,2.79,-0.8129543225883424,0.9486300329971488
anatomic,0.562,0.442,0.546,2.5,0.2344184805118585,0.3143631363882269
anatomy,0.562,0.39,0.571,3.94,0.2793839222870343,0.2856245896417007
ancestor,0.592,0.388,0.594,3.49,-0.632684480442699,0.8947979365405914
ancestral,0.64,0.481,0.75,3.43,-0.0402926664155657,0.5293158876461768
ancestry,0.708,0.519,0.717,3.5,0.0502172325948449,0.4586946373671597
anchor,0.52,0.284,0.564,4.02,0.5906241840632928,0.1247501694000868
anchorage,0.5,0.325,0.639,3.42,1.139603054039469,0.0114453865132703
ancient,0.42,0.217,0.439,4.68,-0.6724832054581357,0.9114680951527474
ancillary,0.449,0.442,0.278,3.06,0.2113770108545779,0.3441335490931948
